gamename,year,month,avg,gain,peak,avg_peak_perc
Team Fortress 2,2016,June ,51362.73,1558.32,72453,70.89%
Team Fortress 2,2016,May ,49804.41,-1630.34,77972,63.87%
Team Fortress 2,2016,April ,51434.75,-1319.62,81206,63.34%
Team Fortress 2,2016,March ,52754.37,-110.34,83425,63.24%
Team Fortress 2,2016,February ,52864.72,101.19,83544,63.28%
Team Fortress 2,2016,January ,52763.52,-209.42,80583,65.48%
Team Fortress 2,2015,December ,52972.94,827.71,82824,63.96%
Team Fortress 2,2015,November ,52145.23,-3111.36,91588,56.93%
Team Fortress 2,2015,October ,55256.59,-520.18,91684,60.27%
Team Fortress 2,2015,September ,55776.77,-4708.02,90718,61.48%
Team Fortress 2,2015,August ,60484.79,-293.95,85201,70.99%
Team Fortress 2,2015,July ,60778.74,4434.17,83241,73.02%
Team Fortress 2,2015,June ,56344.56,757.65,78971,71.35%
Team Fortress 2,2015,May ,55586.91,1053.91,84603,65.70%
Team Fortress 2,2015,April ,54533.01,415.29,84438,64.58%
Team Fortress 2,2015,March ,54117.72,-2351.85,89571,60.42%
Team Fortress 2,2015,February ,56469.57,-2080.81,90599,62.33%
Team Fortress 2,2015,January ,58550.38,158.81,94272,62.11%
Team Fortress 2,2014,December ,58391.58,1658.84,97449,59.92%
Team Fortress 2,2014,November ,56732.74,-1244.24,104323,54.38%
Team Fortress 2,2014,October ,57976.98,2885.39,101741,56.98%
Team Fortress 2,2014,September ,55091.58,-4137.2,93749,58.77%
Team Fortress 2,2014,August ,59228.78,2524.48,83414,71.01%
Team Fortress 2,2014,July ,56704.31,3361.58,76060,74.55%
Team Fortress 2,2014,June ,53342.72,5442.46,90242,59.11%
Team Fortress 2,2014,May ,47900.26,-1770.94,80053,59.84%
Team Fortress 2,2014,April ,49671.2,525.6,80730,61.53%
Team Fortress 2,2014,March ,49145.6,-671.83,82998,59.21%
Team Fortress 2,2014,February ,49817.43,-844.88,83502,59.66%
Team Fortress 2,2014,January ,50662.31,2760.77,83323,60.80%
Team Fortress 2,2013,December ,47901.53,3365.19,86393,55.45%
Team Fortress 2,2013,November ,44536.35,1728.19,79961,55.70%
Team Fortress 2,2013,October ,42808.16,-906.2,74370,57.56%
Team Fortress 2,2013,September ,43714.36,-6610.36,77493,56.41%
Team Fortress 2,2013,August ,50324.72,1623.95,74504,67.55%
Team Fortress 2,2013,July ,48700.77,-2039.12,72803,66.89%
Team Fortress 2,2013,June ,50739.88,6106.97,77349,65.60%
Team Fortress 2,2013,May ,44632.91,2690.4,75126,59.41%
Team Fortress 2,2013,April ,41942.51,-1393.69,71706,58.49%
Team Fortress 2,2013,March ,43336.2,125.45,72799,59.53%
Team Fortress 2,2013,February ,43210.75,-1044.31,72893,59.28%
Team Fortress 2,2013,January ,44255.06,631.07,74300,59.56%
Team Fortress 2,2012,December ,43623.98,1125.45,73695,59.20%
Team Fortress 2,2012,November ,42498.53,-4480.17,80988,52.48%
Team Fortress 2,2012,October ,46978.7,-3720.37,106853,43.97%
Team Fortress 2,2012,September ,50699.07,-10862.3,90232,56.19%
Team Fortress 2,2012,August ,61561.37,15994.47,117917,52.21%
Team Fortress 2,2012,July ,45566.9,0,62321,73.12%
Grand Theft Auto V,2021,January ,101250.59,-5663.68,184941,54.75%
Grand Theft Auto V,2020,December ,106914.27,30195.93,258539,41.35%
Grand Theft Auto V,2020,November ,76718.34,9525.31,157355,48.75%
Grand Theft Auto V,2020,October ,67193.03,-854,128578,52.26%
Grand Theft Auto V,2020,September ,68047.03,-20351.33,126174,53.93%
Grand Theft Auto V,2020,August ,88398.36,4743.64,154677,57.15%
Grand Theft Auto V,2020,July ,83654.72,-16098.13,134093,62.39%
Grand Theft Auto V,2020,June ,99752.85,-41617.03,180302,55.33%
Grand Theft Auto V,2020,May ,141369.88,15283.15,260562,54.26%
Grand Theft Auto V,2020,April ,126086.73,9700.36,243284,51.83%
Grand Theft Auto V,2020,March ,116386.37,-26338.11,209493,55.56%
Grand Theft Auto V,2020,February ,142724.48,31424.28,267360,53.38%
Grand Theft Auto V,2020,January ,111300.2,13522.51,214796,51.82%
Grand Theft Auto V,2019,December ,97777.69,28934.76,204137,47.90%
Grand Theft Auto V,2019,November ,68842.93,10186.85,138540,49.69%
Grand Theft Auto V,2019,October ,58656.08,-7475.54,117002,50.13%
Grand Theft Auto V,2019,September ,66131.62,-31516.38,135072,48.96%
Grand Theft Auto V,2019,August ,97648,5030.39,176207,55.42%
Grand Theft Auto V,2019,July ,92617.62,35899.89,197555,46.88%
Grand Theft Auto V,2019,June ,56717.73,1307.21,109164,51.96%
Grand Theft Auto V,2019,May ,55410.52,6908.24,108557,51.04%
Grand Theft Auto V,2019,April ,48502.28,-11727.38,91586,52.96%
Grand Theft Auto V,2019,March ,60229.66,2105.44,126518,47.61%
Grand Theft Auto V,2019,February ,58124.22,-1726.98,119439,48.66%
Grand Theft Auto V,2019,January ,59851.2,4209.87,118210,50.63%
Grand Theft Auto V,2018,December ,55641.33,12631.96,120693,46.10%
Grand Theft Auto V,2018,November ,43009.38,-256.59,81360,52.86%
Grand Theft Auto V,2018,October ,43265.97,-5881.7,81337,53.19%
Grand Theft Auto V,2018,September ,49147.67,-19164.49,97920,50.19%
Grand Theft Auto V,2018,August ,68312.15,-12083.19,123556,55.29%
Grand Theft Auto V,2018,July ,80395.34,31467.85,162021,49.62%
Grand Theft Auto V,2018,June ,48927.49,7648.77,118332,41.35%
Grand Theft Auto V,2018,May ,41278.73,-1500.8,82956,49.76%
Grand Theft Auto V,2018,April ,42779.52,-3248.66,89792,47.64%
Grand Theft Auto V,2018,March ,46028.18,-7367.5,94489,48.71%
Grand Theft Auto V,2018,February ,53395.68,-24171.16,94308,56.62%
Grand Theft Auto V,2018,January ,77566.84,-500.1,167754,46.24%
Grand Theft Auto V,2017,December ,78066.93,36151.78,170316,45.84%
Grand Theft Auto V,2017,November ,41915.16,2140.69,85105,49.25%
Grand Theft Auto V,2017,October ,39774.46,-6068.46,84553,47.04%
Grand Theft Auto V,2017,September ,45842.92,-8185.73,101433,45.20%
Grand Theft Auto V,2017,August ,54028.65,-6811.41,121830,44.35%
Grand Theft Auto V,2017,July ,60840.07,554.67,112074,54.29%
Grand Theft Auto V,2017,June ,60285.4,17405.76,131936,45.69%
Grand Theft Auto V,2017,May ,42879.64,-6228.7,83483,51.36%
Grand Theft Auto V,2017,April ,49108.33,491.44,96503,50.89%
Grand Theft Auto V,2017,March ,48616.89,-4654.1,98798,49.21%
Grand Theft Auto V,2017,February ,53270.99,-9907.68,104902,50.78%
Grand Theft Auto V,2017,January ,63178.67,1334.95,116125,54.41%
Grand Theft Auto V,2016,December ,61843.72,18852.42,126681,48.82%
Grand Theft Auto V,2016,November ,42991.3,906.81,86759,49.55%
Grand Theft Auto V,2016,October ,42084.49,10440.55,86192,48.83%
Grand Theft Auto V,2016,September ,31643.93,-7147.94,61921,51.10%
Grand Theft Auto V,2016,August ,38791.87,-6374.25,63873,60.73%
Grand Theft Auto V,2016,July ,45166.12,5013.29,71778,62.92%
Grand Theft Auto V,2016,June ,40152.83,14922.64,78330,51.26%
Grand Theft Auto V,2016,May ,25230.19,-6441.1,48053,52.50%
Grand Theft Auto V,2016,April ,31671.3,-2329.14,65878,48.08%
Grand Theft Auto V,2016,March ,34000.43,-6012.67,64633,52.61%
Grand Theft Auto V,2016,February ,40013.1,-6980.23,72735,55.01%
Grand Theft Auto V,2016,January ,46993.33,3118.61,93726,50.14%
Grand Theft Auto V,2015,December ,43874.72,9408.88,84558,51.89%
Grand Theft Auto V,2015,November ,34465.84,3541.09,77141,44.68%
Grand Theft Auto V,2015,October ,30924.76,5536.95,73902,41.85%
Grand Theft Auto V,2015,September ,25387.81,-5530.26,46917,54.11%
Grand Theft Auto V,2015,August ,30918.06,-6739.01,50693,60.99%
Grand Theft Auto V,2015,July ,37657.07,-9296.17,60908,61.83%
Grand Theft Auto V,2015,June ,46953.24,-46408.38,85195,55.11%
Grand Theft Auto V,2015,May ,93361.62,-99352.39,215966,43.23%
Grand Theft Auto V,2015,April ,192714.01,,360761,53.42%
Tom Clancy's Rainbow Six Siege,2021,January ,77717.42,6995.92,123637,62.86%
Tom Clancy's Rainbow Six Siege,2020,December ,70721.5,15414.04,123374,57.32%
Tom Clancy's Rainbow Six Siege,2020,November ,55307.46,-7648.75,94968,58.24%
Tom Clancy's Rainbow Six Siege,2020,October ,62956.21,-12587.13,114281,55.09%
Tom Clancy's Rainbow Six Siege,2020,September ,75543.34,7338.09,163478,46.21%
Tom Clancy's Rainbow Six Siege,2020,August ,68205.26,-8073.94,127249,53.60%
Tom Clancy's Rainbow Six Siege,2020,July ,76279.2,6078.69,122438,62.30%
Tom Clancy's Rainbow Six Siege,2020,June ,70200.51,-9898.8,126733,55.39%
Tom Clancy's Rainbow Six Siege,2020,May ,80099.3,-28415.26,146359,54.73%
Tom Clancy's Rainbow Six Siege,2020,April ,108514.57,-11363.31,194102,55.91%
Tom Clancy's Rainbow Six Siege,2020,March ,119877.88,22210.54,198567,60.37%
Tom Clancy's Rainbow Six Siege,2020,February ,97667.34,3481.55,178824,54.62%
Tom Clancy's Rainbow Six Siege,2020,January ,94185.78,15957.06,157948,59.63%
Tom Clancy's Rainbow Six Siege,2019,December ,78228.73,11729.45,138681,56.41%
Tom Clancy's Rainbow Six Siege,2019,November ,66499.28,866.8,123848,53.69%
Tom Clancy's Rainbow Six Siege,2019,October ,65632.48,-12290.28,125590,52.26%
Tom Clancy's Rainbow Six Siege,2019,September ,77922.76,3966.48,148365,52.52%
Tom Clancy's Rainbow Six Siege,2019,August ,73956.28,-3454.79,138827,53.27%
Tom Clancy's Rainbow Six Siege,2019,July ,77411.07,-648.27,128458,60.26%
Tom Clancy's Rainbow Six Siege,2019,June ,78059.34,18887.25,140274,55.65%
Tom Clancy's Rainbow Six Siege,2019,May ,59172.09,-2179.37,115381,51.28%
Tom Clancy's Rainbow Six Siege,2019,April ,61351.45,-8236.56,124989,49.09%
Tom Clancy's Rainbow Six Siege,2019,March ,69588.02,-3409.64,134776,51.63%
Tom Clancy's Rainbow Six Siege,2019,February ,72997.66,-6178.1,136018,53.67%
Tom Clancy's Rainbow Six Siege,2019,January ,79175.76,8310.43,137434,57.61%
Tom Clancy's Rainbow Six Siege,2018,December ,70865.32,12962.39,129558,54.70%
Tom Clancy's Rainbow Six Siege,2018,November ,57902.93,-4525.71,115820,49.99%
Tom Clancy's Rainbow Six Siege,2018,October ,62428.64,-11248.23,123794,50.43%
Tom Clancy's Rainbow Six Siege,2018,September ,73676.87,-139.52,143866,51.21%
Tom Clancy's Rainbow Six Siege,2018,August ,73816.38,5575.38,134159,55.02%
Tom Clancy's Rainbow Six Siege,2018,July ,68241,1864.2,116054,58.80%
Tom Clancy's Rainbow Six Siege,2018,June ,66376.81,3283.99,141630,46.87%
Tom Clancy's Rainbow Six Siege,2018,May ,63092.81,-1170.62,142362,44.32%
Tom Clancy's Rainbow Six Siege,2018,April ,64263.44,-18848.85,124813,51.49%
Tom Clancy's Rainbow Six Siege,2018,March ,83112.29,14316.05,176208,47.17%
Tom Clancy's Rainbow Six Siege,2018,February ,68796.24,5321.42,125133,54.98%
Tom Clancy's Rainbow Six Siege,2018,January ,63474.82,4063.16,109103,58.18%
Tom Clancy's Rainbow Six Siege,2017,December ,59411.66,17927.99,100433,59.16%
Tom Clancy's Rainbow Six Siege,2017,November ,41483.67,9864.86,99110,41.86%
Tom Clancy's Rainbow Six Siege,2017,October ,31618.81,-4830.06,59895,52.79%
Tom Clancy's Rainbow Six Siege,2017,September ,36448.87,2525.69,69988,52.08%
Tom Clancy's Rainbow Six Siege,2017,August ,33923.18,5544.54,73641,46.07%
Tom Clancy's Rainbow Six Siege,2017,July ,28378.64,4294.92,47328,59.96%
Tom Clancy's Rainbow Six Siege,2017,June ,24083.72,279.65,43057,55.93%
Tom Clancy's Rainbow Six Siege,2017,May ,23804.07,-1171.88,43606,54.59%
Tom Clancy's Rainbow Six Siege,2017,April ,24975.95,-1103.68,47040,53.10%
Tom Clancy's Rainbow Six Siege,2017,March ,26079.63,-4488.63,47994,54.34%
Tom Clancy's Rainbow Six Siege,2017,February ,30568.27,9861.56,65189,46.89%
Tom Clancy's Rainbow Six Siege,2017,January ,20706.7,3529.83,34616,59.82%
Tom Clancy's Rainbow Six Siege,2016,December ,17176.87,1821.38,30859,55.66%
Tom Clancy's Rainbow Six Siege,2016,November ,15355.49,4763.56,42265,36.33%
Tom Clancy's Rainbow Six Siege,2016,October ,10591.93,180.24,19467,54.41%
Tom Clancy's Rainbow Six Siege,2016,September ,10411.69,-3559.54,18099,57.53%
Tom Clancy's Rainbow Six Siege,2016,August ,13971.23,3116.99,32084,43.55%
Tom Clancy's Rainbow Six Siege,2016,July ,10854.23,1851.49,39382,27.56%
Tom Clancy's Rainbow Six Siege,2016,June ,9002.74,1933.04,15295,58.86%
Tom Clancy's Rainbow Six Siege,2016,May ,7069.7,-573.86,14447,48.94%
Tom Clancy's Rainbow Six Siege,2016,April ,7643.56,1518.1,29170,26.20%
Tom Clancy's Rainbow Six Siege,2016,March ,6125.46,-3138.02,11234,54.53%
Tom Clancy's Rainbow Six Siege,2016,February ,9263.47,-980.81,16044,57.74%
Tom Clancy's Rainbow Six Siege,2016,January ,10244.29,2302.84,20006,51.21%
Tom Clancy's Rainbow Six Siege,2015,December ,7941.45,,18130,43.80%
Rocket League,2021,January ,59449.16,-6315.92,112482,52.85%
Rocket League,2020,December ,65765.07,-1785.32,135714,48.46%
Rocket League,2020,November ,67550.39,-4805.22,128577,52.54%
Rocket League,2020,October ,72355.61,19247.43,140667,51.44%
Rocket League,2020,September ,53108.19,11906.21,146902,36.15%
Rocket League,2020,August ,41201.98,-691.28,70357,58.56%
Rocket League,2020,July ,41893.27,756.67,71681,58.44%
Rocket League,2020,June ,41136.6,-4478.95,72502,56.74%
Rocket League,2020,May ,45615.55,-8517.6,79770,57.18%
Rocket League,2020,April ,54133.15,5688.02,100771,53.72%
Rocket League,2020,March ,48445.13,7852.98,119124,40.67%
Rocket League,2020,February ,40592.15,-1330.97,80454,50.45%
Rocket League,2020,January ,41923.12,1949.41,81639,51.35%
Rocket League,2019,December ,39973.71,7453.74,80213,49.83%
Rocket League,2019,November ,32519.97,-528.82,60075,54.13%
Rocket League,2019,October ,33048.79,2710.42,68388,48.33%
Rocket League,2019,September ,30338.37,-668.35,59529,50.96%
Rocket League,2019,August ,31006.72,-3762.09,57617,53.82%
Rocket League,2019,July ,34768.81,-697.76,65907,52.75%
Rocket League,2019,June ,35466.57,857.61,69615,50.95%
Rocket League,2019,May ,34608.96,2014.6,69472,49.82%
Rocket League,2019,April ,32594.36,1158.43,67493,48.29%
Rocket League,2019,March ,31435.93,-405.1,61242,51.33%
Rocket League,2019,February ,31841.03,-2479.86,62023,51.34%
Rocket League,2019,January ,34320.88,-994.65,64262,53.41%
Rocket League,2018,December ,35315.53,2456.54,67952,51.97%
Rocket League,2018,November ,32858.99,-1855.25,63278,51.93%
Rocket League,2018,October ,34714.24,-1175.96,67221,51.64%
Rocket League,2018,September ,35890.2,5083.17,75882,47.30%
Rocket League,2018,August ,30807.02,-5816.5,55817,55.19%
Rocket League,2018,July ,36623.52,4556.21,82303,44.50%
Rocket League,2018,June ,32067.31,4257.44,64307,49.87%
Rocket League,2018,May ,27809.87,-2404.89,66081,42.08%
Rocket League,2018,April ,30214.75,-985.32,60632,49.83%
Rocket League,2018,March ,31200.08,-1228.05,63578,49.07%
Rocket League,2018,February ,32428.13,-155.01,62492,51.89%
Rocket League,2018,January ,32583.13,-3400.79,60535,53.83%
Rocket League,2017,December ,35983.93,5195.96,65275,55.13%
Rocket League,2017,November ,30787.97,-5461.85,60120,51.21%
Rocket League,2017,October ,36249.81,4934.38,73684,49.20%
Rocket League,2017,September ,31315.43,1027.76,70230,44.59%
Rocket League,2017,August ,30287.68,-4717.95,52612,57.57%
Rocket League,2017,July ,35005.62,2343.87,68232,51.30%
Rocket League,2017,June ,32661.75,-612.19,64075,50.97%
Rocket League,2017,May ,33273.94,-1409.27,82254,40.45%
Rocket League,2017,April ,34683.2,919.51,65384,53.05%
Rocket League,2017,March ,33763.69,498.45,74330,45.42%
Rocket League,2017,February ,33265.25,-1967.58,61648,53.96%
Rocket League,2017,January ,35232.83,44.95,69669,50.57%
Rocket League,2016,December ,35187.88,5956.82,70352,50.02%
Rocket League,2016,November ,29231.05,-2543.22,55526,52.64%
Rocket League,2016,October ,31774.27,-914.92,59526,53.38%
Rocket League,2016,September ,32689.19,5132.9,79304,41.22%
Rocket League,2016,August ,27556.29,-1891.62,48136,57.25%
Rocket League,2016,July ,29447.91,3327.09,58676,50.19%
Rocket League,2016,June ,26120.83,579.52,55029,47.47%
Rocket League,2016,May ,25541.31,-3657.99,58210,43.88%
Rocket League,2016,April ,29199.3,4656.51,102684,28.44%
Rocket League,2016,March ,24542.79,-1156.18,45882,53.49%
Rocket League,2016,February ,25698.97,1511.38,50359,51.03%
Rocket League,2016,January ,24187.59,3790.17,46114,52.45%
Rocket League,2015,December ,20397.42,4121.01,44875,45.45%
Rocket League,2015,November ,16276.41,-432.86,37175,43.78%
Rocket League,2015,October ,16709.27,-730.61,32204,51.89%
Rocket League,2015,September ,17439.88,-1704.46,34391,50.71%
Rocket League,2015,August ,19144.34,8354.72,35686,53.65%
Rocket League,2015,July ,10789.62,10787.7,29027,37.17%
Rocket League,2015,June ,1.92,,25,7.68%
Path of Exile,2021,January ,47685.61,34987.98,157091,30.36%
Path of Exile,2020,December ,12697.63,-5145.26,36730,34.57%
Path of Exile,2020,November ,17842.89,-20594.38,37936,47.03%
Path of Exile,2020,October ,38437.27,6387.16,75814,50.70%
Path of Exile,2020,September ,32050.11,13220.61,121595,26.36%
Path of Exile,2020,August ,18829.49,-16011.41,38067,49.46%
Path of Exile,2020,July ,34840.9,4761.65,64732,53.82%
Path of Exile,2020,June ,30079.25,11224.95,125432,23.98%
Path of Exile,2020,May ,18854.3,-20380.76,39620,47.59%
Path of Exile,2020,April ,39235.06,-3097.79,73985,53.03%
Path of Exile,2020,March ,42332.85,24751.19,132508,31.95%
Path of Exile,2020,February ,17581.66,-22397.11,41010,42.87%
Path of Exile,2020,January ,39978.76,-1709.28,84600,47.26%
Path of Exile,2019,December ,41688.04,29611.3,117757,35.40%
Path of Exile,2019,November ,12076.74,-2830.72,24832,48.63%
Path of Exile,2019,October ,14907.46,-10352.7,31634,47.12%
Path of Exile,2019,September ,25260.17,14316.52,74653,33.84%
Path of Exile,2019,August ,10943.65,-15470.61,25500,42.92%
Path of Exile,2019,July ,26414.26,-22076.83,53530,49.34%
Path of Exile,2019,June ,48491.09,35387,113258,42.81%
Path of Exile,2019,May ,13104.09,-5849.76,33842,38.72%
Path of Exile,2019,April ,18953.84,-17030.89,40773,46.49%
Path of Exile,2019,March ,35984.73,21771.97,111114,32.39%
Path of Exile,2019,February ,14212.75,-22553.51,33488,42.44%
Path of Exile,2019,January ,36766.27,-14555.61,77233,47.60%
Path of Exile,2018,December ,51321.88,36775.65,123462,41.57%
Path of Exile,2018,November ,14546.23,-4974.39,27484,52.93%
Path of Exile,2018,October ,19520.61,-16588.25,39108,49.91%
Path of Exile,2018,September ,36108.86,23104.56,75484,47.84%
Path of Exile,2018,August ,13004.31,-6981.37,75364,17.26%
Path of Exile,2018,July ,19985.68,-22065.37,42784,46.71%
Path of Exile,2018,June ,42051.05,26394.05,95824,43.88%
Path of Exile,2018,May ,15657,-5759.57,42316,37.00%
Path of Exile,2018,April ,21416.57,-15088.06,45570,47.00%
Path of Exile,2018,March ,36504.62,23688.99,81781,44.64%
Path of Exile,2018,February ,12815.64,-13366.23,27843,46.03%
Path of Exile,2018,January ,26181.87,-4775.51,51656,50.69%
Path of Exile,2017,December ,30957.38,20023.85,70314,44.03%
Path of Exile,2017,November ,10933.53,-3937.29,28475,38.40%
Path of Exile,2017,October ,14870.82,-13808.82,31448,47.29%
Path of Exile,2017,September ,28679.63,-17797.73,60597,47.33%
Path of Exile,2017,August ,46477.36,37445.15,98110,47.37%
Path of Exile,2017,July ,9032.2,-1067.62,17660,51.15%
Path of Exile,2017,June ,10099.82,-823.57,18274,55.27%
Path of Exile,2017,May ,10923.39,-6418.91,19390,56.34%
Path of Exile,2017,April ,17342.3,-10877.03,34829,49.79%
Path of Exile,2017,March ,28219.33,17425.41,65200,43.28%
Path of Exile,2017,February ,10793.92,-5684.8,18905,57.10%
Path of Exile,2017,January ,16478.72,-7287.29,30442,54.13%
Path of Exile,2016,December ,23766,15216.02,46807,50.77%
Path of Exile,2016,November ,8549.98,-3443.76,15690,54.49%
Path of Exile,2016,October ,11993.74,-4550.22,23384,51.29%
Path of Exile,2016,September ,16543.96,11500.2,33220,49.80%
Path of Exile,2016,August ,5043.76,-2381.3,8356,60.36%
Path of Exile,2016,July ,7425.06,-4308.87,13960,53.19%
Path of Exile,2016,June ,11733.93,6033.18,26111,44.94%
Path of Exile,2016,May ,5700.75,-4918.72,11266,50.60%
Path of Exile,2016,April ,10619.47,-6133.14,22159,47.92%
Path of Exile,2016,March ,16752.61,10798.89,37266,44.95%
Path of Exile,2016,February ,5953.71,-3748.83,10241,58.14%
Path of Exile,2016,January ,9702.54,2.73,18744,51.76%
Path of Exile,2015,December ,9699.81,4953.93,22345,43.41%
Path of Exile,2015,November ,4745.88,-1073.98,10025,47.34%
Path of Exile,2015,October ,5819.86,143.29,11805,49.30%
